Shaft Encoder(cm),Axial_Sig,Radial_Sig,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32
839.4315,1796.11,662.79,1031.25,1023.44,898.44,1007.81,1000,1023.44,1039.06,992.19,1054.69,968.75,1054.69,1078.13,1953.13,1117.19,1992.19,992.19,1070.31,1062.5,1914.06,1039.06,960.94,968.75,960.94,968.75,968.75,976.56,976.56,882.81,921.88,984.38,984.38,976.56
839.6208,1796.75,664.81,1023.44,1031.25,898.44,1015.63,1000,1015.63,1023.44,992.19,1046.88,968.75,1054.69,1070.31,1945.31,1109.38,1992.19,992.19,1062.5,1062.5,1945.31,1039.06,968.75,960.94,968.75,968.75,960.94,976.56,976.56,875,929.69,984.38,992.19,968.75
839.9617,1791.78,667.06,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1023.44,992.19,1046.88,960.94,1054.69,1070.31,1953.13,1109.38,1992.19,992.19,1062.5,1062.5,1906.25,1039.06,976.56,960.94,968.75,976.56,968.75,984.38,976.56,882.81,929.69,976.56,968.75,976.56
840.4162,1787.12,669.97,1023.44,1023.44,906.25,1007.81,992.19,1007.81,1023.44,992.19,1046.88,960.94,1039.06,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1921.88,1039.06,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,984.38,992.19,976.56
841.2494,1787.47,672.06,1023.44,1023.44,906.25,1000,992.19,1015.63,1023.44,984.38,1046.88,968.75,1054.69,1078.13,1960.94,1117.19,1992.19,984.38,1070.31,1054.69,1984.38,1031.25,960.94,960.94,960.94,976.56,968.75,968.75,976.56,882.81,929.69,984.38,984.38,976.56
842.878,1785.8,673.9,1031.25,1023.44,898.44,1000,1000,1015.63,1023.44,984.38,1039.06,960.94,1046.88,1070.31,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1914.06,1039.06,960.94,960.94,953.13,976.56,968.75,976.56,984.38,882.81,929.69,984.38,992.19,976.56
843.3324,1779.21,676.33,1023.44,1015.63,898.44,992.19,992.19,1007.81,1015.63,976.56,1039.06,960.94,1054.69,1078.13,1960.94,1117.19,1992.19,1007.81,1070.31,1070.31,1914.06,1039.06,960.94,960.94,953.13,968.75,960.94,976.56,976.56,890.63,937.5,992.19,992.19,976.56
843.5976,1775.63,678.01,1015.63,1023.44,898.44,1007.81,992.19,1015.63,1023.44,992.19,1046.88,960.94,1054.69,1085.94,1960.94,1125,1992.19,992.19,1070.31,1054.69,1914.06,1039.06,960.94,960.94,960.94,968.75,968.75,976.56,976.56,890.63,929.69,984.38,984.38,976.56
843.9763,1773.25,677.76,1023.44,1031.25,898.44,1007.81,984.38,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1085.94,1953.13,1109.38,1992.19,1000,1062.5,1070.31,1960.94,1031.25,953.13,960.94,960.94,976.56,968.75,968.75,976.56,882.81,921.88,984.38,984.38,976.56
844.8474,1775.69,678.94,1023.44,1023.44,906.25,992.19,1000,1007.81,1023.44,992.19,1039.06,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1984.38,1039.06,960.94,960.94,960.94,968.75,968.75,968.75,976.56,882.81,976.56,976.56,992.19,976.56
845.1125,1779.3,680.44,1023.44,1023.44,898.44,1007.81,1000,1007.81,1023.44,992.19,1039.06,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1875,1039.06,960.94,953.13,960.94,968.75,968.75,976.56,976.56,882.81,929.69,992.19,984.38,976.56
845.5291,1777.19,678.06,1023.44,1023.44,906.25,1000,1000,1007.81,1023.44,992.19,1039.06,960.94,1054.69,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1914.06,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,976.56,875,929.69,976.56,984.38,976.56
845.9457,1775.22,676.89,1023.44,1031.25,906.25,1000,1000,1015.63,1023.44,984.38,1046.88,953.13,1062.5,1070.31,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1945.31,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,992.19,984.38,976.56
846.2108,1774.18,668.92,1023.44,1023.44,906.25,992.19,992.19,1015.63,1023.44,992.19,1039.06,960.94,1070.31,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1054.69,1914.06,1039.06,960.94,968.75,960.94,976.56,968.75,976.56,976.56,882.81,921.88,976.56,843.75,976.56
846.5896,1774.22,660.98,1031.25,1031.25,898.44,1007.81,992.19,1015.63,1023.44,984.38,1046.88,960.94,1062.5,1085.94,1968.75,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,968.75,960.94,960.94,976.56,968.75,984.38,976.56,882.81,921.88,976.56,976.56,976.56
847.0441,1762.16,664.03,1031.25,1039.06,898.44,1000,992.19,1015.63,1023.44,984.38,1046.88,953.13,1054.69,1085.94,1960.94,1101.56,1992.19,984.38,1070.31,1062.5,1734.38,1031.25,960.94,968.75,960.94,976.56,968.75,976.56,984.38,882.81,937.5,976.56,984.38,976.56
847.3092,1749.19,666.71,1031.25,1023.44,906.25,1007.81,992.19,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1078.13,1968.75,1109.38,1992.19,992.19,1070.31,1062.5,1929.69,1031.25,968.75,960.94,968.75,976.56,968.75,976.56,968.75,882.81,921.88,976.56,984.38,976.56
848.559,1749,668.28,1015.63,1023.44,906.25,1015.63,992.19,1015.63,1023.44,992.19,1031.25,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1070.31,1906.25,1031.25,960.94,968.75,968.75,976.56,968.75,976.56,984.38,882.81,921.88,976.56,984.38,976.56
848.8241,1747.43,669.67,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1070.31,1953.13,1117.19,1992.19,992.19,1062.5,1062.5,1921.88,1039.06,960.94,968.75,953.13,976.56,968.75,976.56,984.38,875,929.69,976.56,984.38,976.56
849.165,1747.61,670.36,1023.44,1023.44,906.25,1015.63,1000,1015.63,1031.25,984.38,1046.88,960.94,1046.88,1070.31,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1898.44,1039.06,968.75,960.94,953.13,976.56,960.94,968.75,984.38,867.19,929.69,984.38,984.38,984.38
849.5437,1750.78,672.35,1023.44,1023.44,898.44,1000,992.19,1023.44,1031.25,992.19,1046.88,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1070.31,1906.25,1031.25,960.94,968.75,960.94,976.56,968.75,976.56,984.38,882.81,921.88,984.38,984.38,976.56
849.8088,1752.05,675.08,1031.25,1031.25,898.44,1007.81,1000,1015.63,1015.63,992.19,1039.06,968.75,1046.88,1078.13,1953.13,1109.38,1992.19,992.19,1062.5,1062.5,1953.13,1031.25,968.75,960.94,960.94,976.56,968.75,976.56,984.38,882.81,921.88,984.38,984.38,976.56
850.2255,1752,677.03,1031.25,1031.25,898.44,1015.63,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1953.13,1031.25,968.75,960.94,960.94,976.56,968.75,968.75,984.38,882.81,921.88,984.38,984.38,976.56
851.3238,1753.81,677.83,1015.63,1023.44,906.25,1007.81,1000,1015.63,1015.63,992.19,1039.06,960.94,1054.69,1078.13,1968.75,1125,1992.19,992.19,1070.31,1062.5,1906.25,1039.06,960.94,960.94,960.94,976.56,960.94,976.56,976.56,882.81,929.69,984.38,984.38,976.56
851.7025,1754.22,678.53,1023.44,1023.44,906.25,1007.81,1000,1007.81,1031.25,984.38,1031.25,953.13,1054.69,1078.13,1960.94,1085.94,1992.19,1000,1070.31,1062.5,1898.44,1031.25,968.75,960.94,953.13,976.56,960.94,976.56,984.38,882.81,929.69,984.38,984.38,976.56
851.9676,1752.78,678.23,1031.25,1023.44,906.25,1000,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,1007.81,1070.31,1062.5,1914.06,1031.25,960.94,960.94,960.94,968.75,968.75,976.56,976.56,882.81,929.69,976.56,984.38,976.56
852.3842,1754.52,678.42,1023.44,1031.25,898.44,1000,1000,1015.63,1023.44,976.56,1031.25,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,1007.81,1070.31,1070.31,1914.06,1039.06,960.94,960.94,968.75,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
852.8009,1755.14,679.52,1023.44,1031.25,898.44,1000,992.19,1015.63,1023.44,984.38,1054.69,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,992.19,1062.5,1054.69,1914.06,1031.25,968.75,960.94,960.94,976.56,968.75,976.56,984.38,882.81,921.88,976.56,984.38,976.56
853.1796,1755.3,680.78,1031.25,1023.44,898.44,1007.81,1000,1015.63,1023.44,984.38,1039.06,960.94,1062.5,1093.75,1968.75,1117.19,1992.19,992.19,1062.5,1062.5,1906.25,1023.44,953.13,960.94,960.94,976.56,960.94,976.56,984.38,882.81,937.5,976.56,992.19,984.38
853.4826,1756.34,682.34,1023.44,1023.44,906.25,1000,992.19,1015.63,1023.44,984.38,1031.25,953.13,1062.5,1078.13,1976.56,1117.19,1992.19,1007.81,1070.31,1062.5,1906.25,1031.25,953.13,953.13,960.94,968.75,976.56,984.38,976.56,890.63,929.69,984.38,984.38,976.56
853.8992,1753.67,682.97,1015.63,1023.44,898.44,1000,992.19,1007.81,1023.44,976.56,1039.06,960.94,1054.69,1085.94,1968.75,1125,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,953.13,960.94,968.75,968.75,976.56,984.38,890.63,929.69,984.38,984.38,976.56
855.0354,1749.87,683.06,1031.25,1031.25,890.63,1007.81,992.19,1007.81,1023.44,984.38,1039.06,953.13,1062.5,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1859.38,1023.44,960.94,960.94,953.13,976.56,968.75,984.38,984.38,882.81,929.69,984.38,976.56,968.75
855.755,1748.61,682.22,1039.06,1023.44,906.25,1000,992.19,1015.63,1023.44,976.56,1039.06,953.13,1054.69,1085.94,1968.75,1125,1992.19,992.19,1062.5,1062.5,1906.25,1031.25,960.94,960.94,960.94,968.75,968.75,984.38,976.56,882.81,929.69,984.38,976.56,968.75
856.1716,1740.93,679.63,1039.06,1023.44,906.25,1007.81,992.19,1015.63,1023.44,976.56,1039.06,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1781.25,1023.44,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,921.88,976.56,976.56,968.75
856.5882,1736.89,678.27,1031.25,1023.44,906.25,1007.81,1000,1015.63,1023.44,992.19,1046.88,960.94,1062.5,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1882.81,1031.25,968.75,968.75,960.94,976.56,968.75,976.56,976.56,882.81,921.88,984.38,984.38,968.75
856.8533,1740.07,676.15,1023.44,1023.44,906.25,1007.81,1000,1015.63,1015.63,984.38,1039.06,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,984.38,1070.31,1062.5,1914.06,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,921.88,968.75,976.56,960.94
857.0048,1736.9,672.44,1023.44,1031.25,906.25,1000,984.38,1015.63,1015.63,984.38,1039.06,953.13,1039.06,1070.31,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,960.94,960.94,968.75,976.56,968.75,976.56,976.56,875,929.69,976.56,976.56,968.75
857.2699,1731.98,670.56,1023.44,1015.63,906.25,1007.81,992.19,1007.81,1015.63,984.38,1039.06,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1062.5,1054.69,1929.69,1031.25,960.94,968.75,960.94,968.75,968.75,976.56,976.56,882.81,921.88,976.56,984.38,968.75
857.6866,1729.76,669.81,1023.44,1015.63,906.25,1007.81,984.38,1007.81,1023.44,976.56,1039.06,960.94,1054.69,1078.13,1960.94,1125,1992.19,1000,1062.5,1054.69,1914.06,1039.06,968.75,960.94,960.94,968.75,968.75,976.56,976.56,875,921.88,984.38,984.38,976.56
858.1032,1734.54,670.54,1031.25,1023.44,898.44,1000,992.19,1015.63,1023.44,992.19,1039.06,960.94,1062.5,1078.13,1960.94,1109.38,1992.19,984.38,1070.31,1062.5,1984.38,1031.25,960.94,960.94,953.13,976.56,968.75,984.38,984.38,882.81,929.69,976.56,984.38,976.56
858.3683,1736.63,671.19,1023.44,1023.44,898.44,1000,984.38,1015.63,1023.44,984.38,1039.06,953.13,1062.5,1078.13,1960.94,1109.38,1992.19,992.19,1062.5,1054.69,1914.06,1031.25,960.94,968.75,960.94,976.56,968.75,976.56,976.56,875,929.69,984.38,976.56,968.75
859.1258,1733.07,670.82,1023.44,1031.25,906.25,1000,992.19,1007.81,1015.63,976.56,1039.06,960.94,1054.69,1078.13,1960.94,1109.38,1992.19,1000,1070.31,1062.5,1914.06,1031.25,960.94,960.94,953.13,976.56,960.94,976.56,976.56,882.81,921.88,984.38,984.38,976.56
859.3909,1732.32,672.17,1023.44,1031.25,898.44,1007.81,992.19,1015.63,1023.44,976.56,1046.88,953.13,1062.5,1078.13,1960.94,1117.19,1992.19,1000,1039.06,1062.5,1859.38,1031.25,960.94,960.94,960.94,968.75,960.94,968.75,984.38,882.81,937.5,984.38,984.38,984.38
859.7696,1732.19,673.82,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1015.63,984.38,1039.06,960.94,1054.69,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1054.69,1890.63,1031.25,960.94,953.13,953.13,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,976.56
860.1483,1731.74,675.74,1031.25,1031.25,906.25,1000,984.38,1007.81,1015.63,984.38,1031.25,953.13,1054.69,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1039.06,960.94,960.94,953.13,968.75,968.75,976.56,984.38,882.81,937.5,984.38,984.38,984.38
860.3756,1733.64,679.03,1023.44,1031.25,898.44,1015.63,984.38,1007.81,1031.25,984.38,1046.88,960.94,1054.69,1078.13,1968.75,1117.19,1992.19,992.19,1070.31,1054.69,1906.25,1031.25,960.94,960.94,960.94,976.56,960.94,968.75,992.19,890.63,937.5,976.56,984.38,976.56
860.7543,1734.25,679.33,1015.63,1023.44,898.44,1007.81,992.19,1007.81,1023.44,976.56,1031.25,945.31,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1914.06,1031.25,960.94,960.94,953.13,968.75,960.94,976.56,976.56,890.63,929.69,992.19,984.38,968.75
861.1331,1723.24,679.27,1015.63,1031.25,898.44,1007.81,992.19,1015.63,1023.44,984.38,1039.06,960.94,1062.5,1070.31,1968.75,1117.19,1992.19,1000,1070.31,1054.69,1734.38,1031.25,960.94,953.13,960.94,968.75,968.75,976.56,984.38,882.81,937.5,984.38,984.38,976.56
861.8148,1720.69,682.13,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1015.63,984.38,1039.06,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1054.69,1984.38,1031.25,960.94,953.13,953.13,968.75,960.94,976.56,992.19,882.81,937.5,984.38,992.19,984.38
862.6101,1728.8,683.39,1031.25,1023.44,906.25,1000,984.38,1015.63,1023.44,984.38,1031.25,953.13,1062.5,1085.94,1968.75,1109.38,1992.19,1000,1070.31,1062.5,1945.31,1031.25,953.13,960.94,953.13,968.75,968.75,976.56,976.56,890.63,929.69,984.38,984.38,976.56
863.3297,1732.05,681.58,1023.44,1015.63,906.25,1007.81,992.19,1007.81,1031.25,992.19,1039.06,953.13,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1078.13,1062.5,1906.25,1031.25,953.13,953.13,960.94,968.75,968.75,976.56,976.56,882.81,929.69,984.38,984.38,976.56
863.7842,1734.23,679.52,1023.44,1015.63,906.25,1000,1000,1007.81,1023.44,984.38,1039.06,953.13,1062.5,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1929.69,1031.25,960.94,960.94,953.13,984.38,968.75,976.56,984.38,882.81,921.88,984.38,968.75,968.75
864.0493,1735.91,678.96,1031.25,1015.63,906.25,1000,992.19,1023.44,1023.44,992.19,1039.06,960.94,1062.5,1078.13,1960.94,1117.19,1992.19,992.19,1070.31,1062.5,1953.13,1039.06,960.94,960.94,960.94,968.75,968.75,976.56,992.19,882.81,929.69,984.38,976.56,968.75
864.8826,1737.94,679.4,1031.25,1023.44,906.25,1007.81,992.19,1015.63,1023.44,984.38,1039.06,945.31,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1062.5,1070.31,1898.44,1031.25,960.94,960.94,960.94,976.56,960.94,984.38,976.56,882.81,921.88,992.19,984.38,976.56
866.0188,1739.02,678.98,1031.25,1023.44,898.44,1000,992.19,1000,1023.44,992.19,1031.25,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1070.31,1945.31,1031.25,953.13,953.13,968.75,968.75,976.56,984.38,976.56,882.81,921.88,984.38,984.38,968.75
866.7005,1740.64,677.7,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1062.5,1929.69,1039.06,953.13,960.94,960.94,968.75,968.75,976.56,984.38,882.81,921.88,984.38,984.38,968.75
867.1171,1742.02,677.49,1031.25,1031.25,898.44,1000,1000,1015.63,1023.44,984.38,1039.06,953.13,1054.69,1078.13,1960.94,1117.19,1992.19,1000,1070.31,1054.69,1937.5,1039.06,960.94,960.94,960.94,976.56,968.75,976.56,984.38,875,929.69,984.38,992.19,968.75
867.5337,1740.54,680.36,1023.44,1023.44,906.25,1000,1000,1015.63,1007.81,968.75,1039.06,945.31,1054.69,1085.94,1960.94,1109.38,1992.19,992.19,1078.13,1062.5,1906.25,1023.44,960.94,953.13,960.94,968.75,968.75,976.56,976.56,890.63,937.5,984.38,992.19,984.38
867.7988,1736.9,682.83,1023.44,1023.44,898.44,1000,992.19,1007.81,1023.44,984.38,1039.06,945.31,1054.69,1085.94,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1906.25,1039.06,953.13,953.13,960.94,968.75,968.75,976.56,984.38,882.81,929.69,984.38,984.38,984.38
868.5942,1728.23,684.61,1023.44,1015.63,906.25,1000,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1078.13,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1781.25,1039.06,960.94,953.13,953.13,976.56,968.75,976.56,984.38,890.63,937.5,984.38,992.19,976.56
868.8593,1722.66,684.84,1023.44,1023.44,906.25,1000,1000,1000,1015.63,976.56,1039.06,960.94,1062.5,1070.31,1960.94,1117.19,1992.19,1000,1070.31,1062.5,1929.69,1039.06,960.94,953.13,960.94,968.75,960.94,968.75,984.38,882.81,929.69,984.38,984.38,976.56
869.238,1726.78,684.65,1023.44,1023.44,898.44,1000,992.19,1015.63,1015.63,976.56,1039.06,960.94,1062.5,1085.94,1976.56,1125,1992.19,1000,1070.31,1062.5,1914.06,1039.06,953.13,960.94,953.13,976.56,960.94,976.56,984.38,890.63,929.69,984.38,992.19,984.38
869.6546,1730.95,685.74,1023.44,1023.44,898.44,1007.81,992.19,1007.81,1023.44,984.38,1046.88,953.13,1054.69,1085.94,1968.75,1125,1992.19,992.19,1070.31,1062.5,1914.06,1031.25,953.13,960.94,953.13,968.75,960.94,976.56,992.19,890.63,929.69,984.38,984.38,976.56
870.0712,1733.44,685.83,1023.44,1023.44,898.44,1000,992.19,1007.81,1023.44,976.56,1031.25,953.13,1062.5,1085.94,1976.56,1125,1992.19,1000,1070.31,1070.31,1906.25,1031.25,960.94,960.94,953.13,968.75,960.94,984.38,984.38,882.81,929.69,984.38,992.19,976.56
870.3364,1738.24,685.91,1031.25,1031.25,898.44,1007.81,992.19,1007.81,1015.63,992.19,1039.06,960.94,1062.5,1085.94,1976.56,1125,1992.19,1000,1070.31,1062.5,1914.06,1031.25,960.94,953.13,960.94,968.75,960.94,976.56,992.19,882.81,929.69,984.38,984.38,976.56
870.753,1736.68,686.77,1031.25,1031.25,906.25,1000,984.38,1007.81,1023.44,976.56,1039.06,953.13,1062.5,1085.94,1968.75,1125,1992.19,1007.81,1070.31,1062.5,1789.06,1031.25,960.94,960.94,953.13,976.56,960.94,984.38,992.19,882.81,929.69,984.38,984.38,976.56
871.1696,1733.51,685.68,1023.44,1023.44,890.63,1007.81,992.19,1015.63,1015.63,984.38,1039.06,953.13,1070.31,1085.94,1968.75,1125,1992.19,1000,1070.31,1070.31,1914.06,1031.25,953.13,953.13,953.13,968.75,960.94,968.75,992.19,890.63,921.88,984.38,984.38,968.75
871.4726,1736.1,682.54,1023.44,1015.63,898.44,1007.81,984.38,1007.81,1023.44,976.56,1031.25,953.13,1062.5,1093.75,1968.75,1125,1992.19,992.19,1070.31,1062.5,1906.25,1031.25,953.13,953.13,960.94,968.75,968.75,976.56,984.38,882.81,929.69,984.38,976.56,976.56
871.8892,1737.75,681.3,1031.25,1031.25,898.44,1000,992.19,1015.63,1023.44,984.38,1031.25,953.13,1062.5,1085.94,1968.75,1109.38,1992.19,1007.81,1070.31,1062.5,1914.06,1031.25,953.13,960.94,953.13,976.56,960.94,984.38,984.38,890.63,929.69,984.38,984.38,968.75
872.3437,1738.7,681.12,1031.25,1023.44,898.44,1000,992.19,1000,1015.63,984.38,1046.88,960.94,1070.31,1093.75,1953.13,1117.19,1992.19,992.19,1062.5,1054.69,1906.25,1031.25,953.13,960.94,960.94,976.56,968.75,984.38,976.56,882.81,929.69,984.38,976.56,976.56
873.0633,1740.95,680.52,1031.25,1031.25,906.25,1000,1000,1015.63,1015.63,984.38,1031.25,953.13,1062.5,1093.75,1968.75,1117.19,1992.19,1000,1070.31,1054.69,1914.06,1031.25,960.94,960.94,960.94,976.56,960.94,976.56,984.38,882.81,929.69,976.56,984.38,976.56
873.3662,1732.8,679.06,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1023.44,976.56,1039.06,953.13,1062.5,1078.13,1968.75,1117.19,1992.19,1000,1062.5,1070.31,1726.56,1023.44,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,976.56,984.38,968.75
873.5177,1723.67,678.24,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1015.63,992.19,1039.06,960.94,1054.69,1085.94,1960.94,1117.19,1992.19,992.19,1070.31,1054.69,1906.25,1031.25,953.13,960.94,960.94,968.75,968.75,984.38,976.56,882.81,921.88,984.38,992.19,976.56
873.6314,1727.21,677.97,1031.25,1023.44,898.44,1000,992.19,1015.63,1023.44,992.19,1039.06,953.13,1062.5,1085.94,1960.94,1125,1992.19,1000,1062.5,1070.31,1937.5,1031.25,960.94,960.94,960.94,976.56,968.75,976.56,976.56,882.81,929.69,976.56,984.38,976.56
873.7829,1728.62,677.33,1031.25,1023.44,898.44,1007.81,992.19,1015.63,1015.63,984.38,1039.06,953.13,1054.69,1078.13,1960.94,1109.38,1992.19,1000,1062.5,1054.69,1906.25,1031.25,960.94,960.94,960.94,968.75,968.75,976.56,976.56,882.81,929.69,976.56,1007.81,968.75
873.9344,1727.33,676.77,1023.44,1023.44,898.44,1007.81,984.38,1015.63,1023.44,984.38,1046.88,953.13,1062.5,1085.94,1953.13,1109.38,1992.19,984.38,1070.31,1046.88,1914.06,1031.25,960.94,953.13,953.13,976.56,968.75,984.38,984.38,882.81,929.69,976.56,984.38,976.56
874.0858,1727.61,675.77,1023.44,1031.25,906.25,1007.81,976.56,1015.63,1015.63,984.38,1046.88,953.13,1054.69,1085.94,1960.94,1109.38,1992.19,984.38,1070.31,1054.69,1945.31,1031.25,960.94,960.94,960.94,976.56,976.56,976.56,976.56,882.81,921.88,976.56,976.56,976.56
874.2373,1727.69,673.95,1023.44,1031.25,906.25,1007.81,992.19,1007.81,1023.44,992.19,1039.06,945.31,1054.69,1078.13,1960.94,1109.38,1992.19,992.19,1070.31,1062.5,1945.31,1023.44,960.94,968.75,960.94,976.56,960.94,976.56,976.56,875,921.88,976.56,984.38,976.56
874.351,1725.35,672.8,1023.44,1023.44,906.25,1000,984.38,1015.63,1015.63,976.56,1039.06,960.94,1054.69,1085.94,1968.75,1109.38,1992.19,984.38,1054.69,1054.69,1953.13,1031.25,953.13,960.94,960.94,968.75,968.75,984.38,984.38,882.81,921.88,984.38,984.38,968.75
876.131,1722.98,673.97,1031.25,1023.44,906.25,1007.81,992.19,1000,1015.63,984.38,1039.06,945.31,1054.69,1070.31,1960.94,1125,1992.19,1000,1062.5,1054.69,1906.25,1031.25,960.94,960.94,960.94,968.75,960.94,976.56,984.38,882.81,937.5,984.38,984.38,976.56
876.3961,1723.72,675.93,1023.44,1023.44,898.44,1007.81,992.19,1015.63,1023.44,976.56,1031.25,953.13,1054.69,1085.94,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1843.75,1031.25,953.13,953.13,960.94,976.56,968.75,976.56,984.38,882.81,929.69,984.38,992.19,976.56
876.8506,1727.85,677.31,1031.25,1031.25,898.44,1007.81,1000,1007.81,1023.44,984.38,1039.06,960.94,1046.88,1085.94,1968.75,1117.19,1992.19,1000,1070.31,1062.5,1929.69,1031.25,953.13,960.94,953.13,968.75,968.75,976.56,984.38,890.63,929.69,984.38,992.19,976.56
877.4945,1730.96,678.07,1023.44,1023.44,906.25,1000,992.19,1015.63,1023.44,984.38,1039.06,960.94,1054.69,1085.94,1968.75,1117.19,1992.19,992.19,1070.31,1062.5,1960.94,1031.25,953.13,953.13,953.13,968.75,968.75,984.38,984.38,890.63,929.69,984.38,984.38,976.56
878.2898,1732.32,679.87,1023.44,1023.44,898.44,1007.81,1000,1007.81,1015.63,984.38,1039.06,960.94,1054.69,1085.94,1968.75,1109.38,1992.19,1000,1062.5,1062.5,1906.25,1031.25,960.94,953.13,953.13,976.56,968.75,976.56,992.19,882.81,937.5,992.19,984.38,976.56
878.7064,1736.37,681,1023.44,1023.44,906.25,1007.81,992.19,1015.63,1015.63,976.56,1046.88,960.94,1062.5,1093.75,1968.75,1117.19,1992.19,1000,1070.31,1054.69,1906.25,1031.25,953.13,953.13,960.94,968.75,968.75,976.56,984.38,890.63,929.69,984.38,984.38,968.75
879.3882,1741.78,672.08,1031.25,1031.25,898.44,1007.81,992.19,1007.81,1023.44,984.38,1039.06,953.13,1062.5,1093.75,1968.75,1125,1992.19,992.19,1070.31,1062.5,1937.5,1039.06,953.13,953.13,960.94,968.75,968.75,984.38,984.38,890.63,929.69,976.56,859.38,968.75
880.1078,1744.69,665.6,1031.25,1031.25,906.25,1007.81,1000,1015.63,1015.63,984.38,1031.25,953.13,1054.69,1085.94,1968.75,1109.38,1992.19,1000,1062.5,1062.5,1906.25,1015.63,960.94,960.94,960.94,968.75,976.56,984.38,984.38,890.63,929.69,984.38,976.56,968.75
880.5244,1744.42,668.21,1031.25,1023.44,906.25,1000,992.19,1007.81,1023.44,984.38,1039.06,960.94,1062.5,1085.94,1968.75,1117.19,1992.19,1000,1054.69,1062.5,1906.25,1023.44,960.94,960.94,968.75,976.56,968.75,976.56,976.56,882.81,921.88,984.38,984.38,968.75
880.9789,1743.72,669.59,1031.25,1031.25,914.06,1007.81,1000,1015.63,1023.44,984.38,1039.06,953.13,1070.31,1085.94,1960.94,1109.38,1992.19,984.38,1062.5,1046.88,1906.25,1023.44,960.94,960.94,968.75,976.56,968.75,976.56,984.38,882.81,921.88,984.38,984.38,960.94
